ArticleId,text,label
1982,minister hits out at yukos sale russia s renationalisation of its energy industry needs to be reversed  a senior government figure has warned.  economy minister german gref told the kommersant newspaper that direct state involvement in oil was  unjustified . his comments follow the sale of much of oil giant yukos to cover back taxes - a deal which effectively took most of the firm s assets into public ownership. on 28 december  another senior economic adviser called the sale  the swindle of the century . yuganskneftegaz  the unit which produced 60% of yukos  output  had been seized and sold in december for less than $10bn to a previously unknown firm called baikal.  baikal promptly passed into the hands of state-controlled firm rosneft  itself shortly to merge with state gas giant gazprom.  we used to see street hustlers do this kind of thing   andrei illarionov - then economic adviser to president vladimir putin - told a press conference.  now officials are doing it.  within days  he was stripped of most of his responsibilities.  mr gref  a well-known opponent of nationalisation in competitive parts of the market  was keen to distance himself from mr iliaronov s comments. the privatisation of companies such as yukos in the 1990s had been badly handled  he said. but he stressed that the government needed to get out of oil.  i think that rosneft and yuganskneftegaz  should it become a state-owned company  must be privatized   he said.   today our government is ineffective and state companies  as a result  are for the overwhelming part ineffective as well.  and he warned that using back taxes to deal with firms like yukos - a technique now being applied by the kremlin to several other firms - was a mistake.  if we follow that logic  we should nationalise all businesses   he said. many large russian companies  particularly in the energy sector  use complex webs of offshore companies to avoid taxes.  mr gref also poured cold water on president putin s promises of doubled economic growth within a decade. the assault on yukos  assets has been widely blamed for a slowdown in economic growth in recent months.  the task is not simply to double gdp; instead it is to use gdp to qualitatively improve people s lives   mr gref told kommersant.  we don t need simply to increase gdp  but to improve its structure.  instead of focusing on headline growth figures  russia needed to focus on better institutions  such as a more efficient - and less corrupt - court system.,business
1065,queen recruit singer for new tour the remaining members of rock band queen are to go on tour next year with former free and bad company singer paul rodgers taking freddie mercury s place.  guitarist brian may has said he expects to be on the road with rodgers and drummer roger taylor from april. may said:  suddenly the queen phoenix is rising again from the ashes and will take precedence over... our lives.  queen have played with many different singers since mercury s death in 1991 but have reportedly not toured. may performed with rodgers at a concert to celebrate the 50th anniversary of the fender stratocaster guitar in london in september.   we were both so amazed at the chemistry that was going on in [free hit] all right now  that suddenly it seems blindingly obvious that there was  something happening here    may wrote on his website. they teamed up again for a concert to mark their induction into the uk music hall of fame  and were joined by taylor.  the show went so incredibly well from our point of view  and we got so many rave reactions from out there  we decided almost then and there that we would look at a tour together   may wrote.  queen went to number one in 2000 with a version of we will rock you sung by boy band 5ive and they have also played with robbie williams  will young and bob geldof. queen bassist john deacon has currently retired from the stage. rodgers was singer with early 1970s rockers free  who had a global hit with all right now  before forming bad company  a successful  supergroup  with members of king crimson and mott the hoople. he has also been in the firm with led zeppelin s jimmy page and the law with the small faces and the who drummer kenny jones.,entertainment
420,celtic unhappy over bulgaria date martin o neill hopes to block stilian petrov s call-up by bulgaria during celtic s busy festive programme.  the celtic manager does not view the friendly against valenciana - a region of spain - on 28 december as important.  i can t say i was overly pleased at the fixture being played just after christmas   said o neill.  we will have to speak with the bulgarian fa. it s their prerogative for them to arrange a fixture and our prerogative how we handle it.  bulgaria s game comes between celtic s boxing day meeting with hearts and their 2 january fixture against livingston. o neill believes the extra game will not help a midfielder whose season has already been affected by injury.  they have organised a game at a rather awkward time   he added.  when we were out playing barcelona  i spoke with the bulgarian manager  hristo stoichkov  and he mentioned this game to me.  we pay his wages  we are the ones that if an awkward fixture is going to be played at some stage or another it should be to our benefit  rather than anyone else.  i have said this before  but bulgaria are the one nation who seem to organise a lot of friendly games.,sport
1387,adriano s chelsea link rejected adriano s agent gilmar rinaldi has insisted that he has had no contact with chelsea over the striker.  chelsea were reported to have made inquiries about inter milan s 22-year-old brazilian star. rinaldi told bbc sport from rio de janeiro:  i can assure you that chelsea have had no dealings whatsoever with either me or adriano.  parma and real madrid are interested but there s nothing new there. their interest has been known for some time.  adriano has scored 14 goals in 20 serie a appearances this season. and chelsea boss jose mourinho had claimed that he was in milan talking to adriano on the day he is alleged to have held a clandestine meeting with arsenal defender ashley cole. mourinho said he was  just practising my portuguese with him because i don t need strikers . rinaldi told bbc sport:  i have to say that nobody from chelsea or any other london club has contacted me.  if they want to  that s fine. i can tell them what the situation is.  if chelsea are interested then they must make an offer.  inter are reported to have slapped a price tag in the region of £40m on the head of adriano  who joined them just over a year ago from parma. real madrid view him as a natural replacement for compatriot ronaldo. but rinaldi said:  i cannot give you a price that inter would accept for adriano. that s something that would have to be negotiated between the interested clubs.,sport
1681,europe asks asia for euro help european leaders say asian states must let their currencies rise against the us dollar to ease pressure on the euro.  the european single currency has shot up to successive all-time highs against the dollar over the past few months. tacit approval from the white house for the weaker greenback  which could help counteract huge deficits  has helped trigger the move. but now europe says the euro has had enough  and asia must now share some of the burden.  china is seen as the main culprit  with exports soaring up 35% in 2004 partly on the back of a currency pegged to the dollar.  asia should engage in greater currency flexibility   said french finance minister herve gaymard  after a meeting with his german counterpart hans eichel. markets responded by pushing the euro lower  in the expectation that the rhetoric - and the pressure - is unlikely to ease ahead of a meeting of the g7 industrialised countries next week. early on tuesday morning  the dollar had edged higher to 1.3040 euros. the yen  meanwhile  had strengthened to 102.975 against the dollar by 0730 gmt.,business
283,consumers  snub portable video  consumers want music rather than movies while on the move  says a report.  produced by jupiter research the analysis of the portable media player market found only 13% of europeans want to watch video while out and about. by contrast  almost a third are interested in listening to music on a portable player such as an ipod. the firm said gadget makers should avoid hybrid devices and instead make sure music reproduction was as good as possible.  the report concluded that the driving force behind the growth of europe s portable player market was likely to be music  rather than films or any combination of the two. barely 5% of those questioned said they wanted a player that could play back both music and movies. only 7% wanted a player that could handle games and video.   dedicated music players are the only established digital media players in europe today despite their high prices   said ian fogg  jupiter analyst. mr fogg said although video players and smartphones were trying to cash in on this success they faced a tough job because of the compromises that had to be made when creating a dual-purpose device.  europeans care most about music playback   he said. the report showed that 27% of consumers asked are interested in portable music players. the research revealed that french  39%  and british  31%  consumers were most interested in music players. mr fogg said portable video players were likely to remain a niche product that would not be able to compete with devices dedicated to music playback.  a separate report by jupiter forecasts that the european digital music market will grow to 836m euros (£581m) by 2009. at the end of 2003  the market was worth 10.6m euros (£7.36m). digital music players will be behind this market growth said jupiter . apple s ipod was launched in october 2001  but the portable music player market has been growing steadily since the launch of the creative nomad jukebox in mid-2000. now consumers face an almost overwhelming choice of high-capacity portable music players that let them store every track on every cd that they own.,tech
2052,hariri killing hits beirut shares shares in solidere  the lebanese company founded by assassinated former prime minister rafik hariri  fell 15% in renewed trading in beirut.  the real estate firm  which dominates lebanon s stock exchange  ended the day down at $8.08. traders said there was some panic selling during friday s session  the first since a three-day market closure to mourn the death of mr hariri. beirut s benchmark blom stock index closed down 7.9% at 642.80.  solidere  in which mr hariri was a major shareholder  was the major drag on the index. the company owns much of the property in central beirut  which it restored and redeveloped following the end of lebanon s bitter 15-year civil war.  solidere should be above $10 but because of this disaster it is falling   said one trader.  if solidere drops much lower i would consider it a buying opportunity. this is a very big company held by many lebanese.  critics had accused mr hariri of using lebanon s post-war reconstruction drive for his personal financial gain. but his assassination on monday sent shudders through lebanon s business community  which saw the billionaire tycoon as the country s best hope for economic revival. solidere posted profits of $12.5m in the first half of 2004  and its shares had been gaining in recent months.,business
878,nintendo handheld given euro date nintendo s new handheld console  the ds  will launch in europe on 11 march  the company has announced.  the portable games machine  which features touch-screen control  will retail for £99 in the uk (149 euros). nintendo said 15 games would be available in the uk at launch  with prices ranging from £19 to £29. more than 2.8 million ds consoles have been sold since it first appeared in the us and japan at the end of 2004. rival sony has said it will launch its first handheld console  the psp  in the us and europe before the end of march. the psp is expected to compete for a large part of the same handheld market  despite sony s assertion that the machines are aimed at different consumers.  the 15 games available on the european launch date will include nintendo s super mario 64 ds  as well as titles from third-party developers such as ubisoft s rayman ds.  more than 120 games are in development for the new console  nintendo has said. the ds is backwards compatible with the game boy advance  allowing the earlier machine s back catalogue of 700 games to be played. additionally  a short-range wireless link for multiplayer gaming is built in to the ds  with a  download play  option which allows a group to play against each other  even if just one person owns a copy. other features include a short-range messaging application called pictochat  and a built-in microphone which is used in sega s launch title project rub. nintendo has also announced a media adapter  which will allow the console to play music and video on the move.  the launch price of £99 (149 euros) compares favourably with the us price of $149  according to john houlihan  editor of the computerandvideogames.com magazine.  it s a very  very competitive price point. there are some innovative features  and nintendo has created quite a buzz   he says.  however  the line-up of games could have been stronger. everyone wanted to see the eight-player mario kart ds  for example.   mr houlihan believes that there is likely to be an audience for both the nintendo ds and sony s new psp  with the former aimed largely at a younger audience and the latter expected to be marketed as a multimedia device.  the psp is a sexy bit of kit  but sony s attitude to the psp has been very understated in europe  so far   mr houlihan said. the worldwide handheld software market had an estimated worth of $2.6bn at the end of 2004  according to industry analysts screen digest.  in the past  games consoles and handhelds have generally launched much later in europe than in other parts of the world. however nintendo president satoru iwata said the company was  pleased to have offered such a short period of time between the us and european launch .  europe is an extremely important market for nintendo   mr iwata added. nintendo raised its sales targets for the ds console last december after selling a million in the us and japan in just a few weeks.,tech
1718,borders rail link campaign rally campaigners are to stage a rally calling for a borders rail link which was closed in 1969 to be reopened.  they will mark the 36th anniversary of the line closure  which ran from edinburgh through the borders and on to carlisle  with a walk at tweedbank. anne borthwick  of campaign for borders rail  said reopening the waverley line would restore the area s prosperity. msps are considering the reintroduction of passenger rail services through midlothian to the borders. campaigners have said that reopening the waverley line  which could cost up to £100m  would be a huge economic boost for the borders.  in 2000  borders council said the area s economy had suffered since the closure. ms borthwick said the lobby group was determined to keep the pressure on the scottish executive.  we are hoping that many people will join us in a march to mark the 36th anniversary of the closure of the waverley line   she said.  campaign for borders rail is the biggest independent lobby group in scotland and we have been lobbying tirelessly for the reinstatement of rail services to the borders and eventually to carlisle.   we believe that it is time for the scottish executive to commit to the first phase of the project by pledging to fund the line between edinburgh and tweedbank in the first instance and then investigate extending the line in the future.  ms borthwick said reopening the line would be a prosperous move and protect the character of the scottish borders. a study in 2000  which was commissioned by the executive  scottish borders council  midlothian council and scottish borders enterprise  found that a half-hourly service from tweedbank to edinburgh could cover its operating costs. it also found that a half-hourly service from gorebridge to edinburgh could cover operating costs and that a freight railway joining the west coast main line at longtown could also be reinstated.,politics
1553,attack prompts bush site block the official re-election site of president george w bush is blocking visits from overseas users for  security reasons .  the blocking began early on monday so those outside the us and trying to view the site got a message saying they are not authorised to view it. but keen net users have shown that the policy is not being very effective. many have found that the site can still be viewed by overseas browsers via several alternative net addresses.  the policy of trying to stop overseas visitors viewing the site is thought to have been adopted in response to an attack on the georgewbush.com website. scott stanzel  a spokesman for the bush-cheney campaign said:  the measure was taken for security reasons.  he declined to elaborate any further on the blocking policy. the barring of non-us visitors has led to the campaign being inundated with calls and forced it to make a statement about why the blocking was taking place. in early october a so-called  denial of service  attack was mounted on the site that bombarded it with data from thousands of pcs. the attack made the site unusable for about five hours.  about the same time the web team of the bush-cheney campaign started using the services of a company called akamai that helps websites deal with the ebbs and flows of visitor traffic. akamai uses a web-based tool called edgescape that lets its customers work out where visitors are based. typically this tool is used to ensure that webpages  video and images load quickly but it can also be used to block traffic. geographic blocking works because the numerical addresses that the net uses to organise itself are handed out on a regional basis. readers of the boingboing weblog have found that viewers can still get at the site by using alternative forms of the george w bush domain name. ironically one of the working alternatives is for a supposedly more secure version of the site. there are now at least three working alternative domains for the bush-cheney campaign that let web users outside the us visit the site. the site can also be seen using anonymous proxy services that are based in the us. some web users in canada also report that they can browse the site.  the international exclusion zone around georgewbush.com was spotted by net monitoring firm netcraft which keeps an eye on traffic patterns across many different sites.  netcraft said that since the early hours of 25 october attempts to view the site through its monitoring stations in london  amsterdam and sydney have failed. by contrast netcraft s four monitoring stations in the us managed to view the site with no problems. data gathered by netcraft on the pattern of traffic to the site shows that the blocking is not the result of another denial of service attack. mike prettejohn  netcraft president  speculated that the blocking decision might have been taken to cut costs  and traffic  in the run-up to the election on 2 november. he said the site may see no reason to distribute content to people who will not be voting next week. managing traffic could also be a good way to ensure that the site stays working in the closing days of the election campaign. however  simply blocking non-us visitors also means that americans overseas are barred too. most american soldiers stationed overseas will be able to see the site as they use the us military s own portion of the net. akamai declined to comment  saying it could not talk about customer websites.,tech
1434,when technology gets personal in 2020  whipping out your mobile phone to make a call will be quaintly pass&#233;. by then phones will be printed directly on to wrists  or other parts of the body  says ian pearson  bt s resident futurologist.  it s all part of what s known as a  pervasive ambient world   where  chips are everywhere . mr pearson does not have a crystal ball. his job is to formulate ideas based on what science and technology are doing now  to guide industries into the future. inanimate objects will start to interact with us: we will be surrounded - on streets  in homes  in appliances  on our bodies and possibly in our heads - by things that  think . forget local area networks - these will be body area networks. ideas about just how smart  small  or even invisible  technology will get are always floating around. images of devices clumsily bolted on to heads or wrists have pervaded thinking about future technology. but now a new vision is surfacing  where smart fabrics and textiles will be exploited to enhance functionality  form  or aesthetics. such materials are already starting to change how gadgets and electronics are used and designed.  so mp3 players - the mass gadget of the moment - will disappear and instead become integrated into one s clothing  says mr pearson.  so the gadgets that fill up your handbag  when we integrate those into fabric  we can actually get rid of all that stuff. you won t necessarily see the electronics.  wearable technology could exploit body heat to charge it up  while  video tattoos   or intelligent electronic contact lenses  might function as tv screens for those on the move. however  this future of highly personal devices  where technology is worn  or even fuses with the body itself  raises ethical questions. if technology is going to be increasingly part of clothing  jewellery  and skin  there needs to be some serious thinking about what it means for us as humans  says baroness susan greenfield. at a recent conference for technology  engineering  academic and fashion industry experts  at the royal society in london  neuroscientist baroness greenfield cautioned we  can t just sleepwalk into the future .  yet this technology is already upon us. researchers have developed computers and sensors worn in clothing. mp3 jackets  based on the idea that electrically conductive fabric can connect to keyboard sewn into sleeves  have already appeared in shops.  these  smart fabrics  have come about through advances in nano- and micro-engineering - the ability to manipulate and exploit materials at micro or molecular scale. at the nanoscale  materials can be  tuned  to display unusual properties that can be exploited to build faster  lighter  stronger and more efficient devices and systems. the textile and clothing industry has been one of the first to exploit nanotechnology in quite straightforward ways. many developments are appearing in real products in the fields of medicine  defence  healthcare  sports  and communications. professional swimming suits reduce drag by incorporating tiny structures similar to shark skin. nanoscale titanium dioxide (tio2) coatings give fabrics antibacterial and anti-odour properties. these have special properties which can be activated in contact with the air or uv light. such coatings have already been used to stop socks smelling for instance  to turn airline seats into super stain-resistant surfaces  and applied to windows so they clean themselves. dressings for wounds can now incorporate nanoparticles with biocidal properties and smart patches are being developed to deliver drugs through the skin. but baroness greenfield is concerned about how far this more personal contact with technology might affect our very being. if our clothing  skin  and  personal body networks  do the talking and the monitoring  everywhere we go  we have to think about what that means for our concept of privacy. mr pearson picks up the theme  pointing out there are a lot of issues humans have to iron out before we become  cyborgian . his main concern is  privacy .  we are looking at electronics which are really in deep contact with your body and a lot of that information you really don t want every passer-by to know.  so we have to make sure we build security in this. if you are wearing smart make-up  where electronics are controlling the appearance  you don t want people hacking in and writing messages on your forehead.  as technology infiltrates our biology  how will our brains function differently   we cannot arrogantly assume that the human brain will not change with this   warns baroness greenfield. there have already been successful experiments to grow human nerve cells on circuit boards. this paves the way for brain implants to help paralysed people interface directly with computers. clearly  the organic  carbon of our bodies and silicon is increasingly merging. the cyborg - a very familiar part-human  part-inorganic science fiction and academic idea - is on its way.,tech
514,brazil buy boosts belgium s inbev belgian brewing giant inbev has seen its profits soar thanks to its acquisition of brazil s biggest beer firm ambev last year.  inbev  which makes stella artois  said pre-tax profits for 2004 rose 56% to 1.16bn euros ($1.5bn; £800m)  and said it expected solid growth in 2005. the performance comes on sales up 21% at 8.6bn euros. the firm  formerly interbrew  became the world s biggest brewer by volume when it bought ambev in august 2004. the acquisition meant its sales by volume grew 57% in 2004  with four months of ambev sales accounting for almost all of the increase. us beermaker anheuser-busch sells less beer by volume than inbev but is bigger in terms of the value of its sales. continuing demand for inbev s products in the south american markets where its brazilian arm is most popular means it expects to keep boosting its turnover.  it s the brazil business that s doing it   said ing analyst gerard rijk of inbev s strong performance. ambev boosted its share of brazil s beer market from 62% at the end of 2003 to more than 68% by december 2004  inbev reported. in contrast  inbev s european business saw volume sales fall 2.5%  although central and eastern european sales rose 12%. overall  net profits were up 42% to 719m euros.,business
122,jack cunningham to stand down veteran labour mp and former cabinet minister jack cunningham has said he will stand down at the next election.  one of the few blair-era ministers to serve under jim callaghan  he was given the agriculture portfolio when labour regained power in 1997. mr cunningham went on to become tony blair s  cabinet enforcer . he has represented the constituency now known as copeland since 1970. mr blair said he was a  huge figure  in labour and a  valued  personal friend .  during labour s long period in opposition  mr cunningham held a number of shadow roles including foreign affairs  the environment and as trade spokesman. as agriculture minister he caused controversy when he decided to ban beef on the bone in the wake of fears over bse. he quit the government in 1999 and in recent years has served as the chairman of the all-party committee on lords reform and has been a loyal supporter of the government from the backbenches.,politics
2151,spain coach faces racism inquiry spain s football federation has initiated disciplinary action against national coach luis aragones over racist comments about thierry henry.  if found guilty aragones could lose his job or face a fine of about £22 000. the federation had initially declined to take action against aragones after comments he made during a national team training session in october. but its president angel maria villar changed his mind after a request by spain s anti-violence commission. aragones insisted the comments  made to henry s arsenal club-mate jose antonio reyes  were meant to motivate the player  and were not intended to be offensive.   i never intended to offend anyone  and for that reason i have a very easy conscience   he said at the time.  i m obliged to motivate my players to get the best results.  as part of that job  i use colloquial language  with which we can all understand each other within the framework of the football world.   england s players made a point of wearing anti-racism t-shirts when training before their friendly against spain in madrid last month.  but the storm increased following racist chanting by spanish fans at england s black players during the game  which spain won 1-0. spain s minister of sport jaime lissavetzky was quick to give his backing to the federation s decision.  everyone who has a public function has to consider their declarations  and make sure they do not give a negative image   he said.  we are going to have zero tolerance in questions of racism.,sport
46,franz man seeks government help franz ferdinand frontman alex kapranos has called for more government help for musicians  while taking part in an edinburgh lectures discussion.   for any cultural output to thrive there needs to be some kind of state input to that as well   he said. but kapranos warned against musicians being too closely linked with mps  at the university of edinburgh event.  i think the role of musicians is to question politicians rather than to go to bed with them   he said.  kapranos joined the prestigious lecture series to discuss scotland s role in making 21st century music.  there are elements of our musical output which require sustenance because they aren t self-sufficient   he said.  but so-called commercial music would benefit from investment as well.  he warned musicians against being allied to a particular party  however.  i don t know if having tea with politicians is always a good idea.   kapranos and his glasgow four-piece band have been nominated for five prizes at next week s brit awards  including best group and best album. their self-titled debut album won last year s mercury music prize and spawned three top 20 singles. he told the 300-strong audience at the university s reid hall that musicians should listen to a wide range of music and should not be restricted by stereotypes.  we say  i like this . because i listen to nirvana and korn i am a troubled individual  i m riddled with angst because i listen to chopin and debussy  i listen to kylie minogue and scissor sisters because i m upbeat and i like to party  i listen to wagner because i like the smell of napalm in the morning.  kapranos said there was a general  hostility  towards classical music  adding:  there is very little done to break that hostility other than classic fm.   he concluded:  we define ourselves as a nation by the way we encourage our creativity.  fellow speaker and classical composer james macmillan agreed:  we need to rediscover our ability to listen.  previous speakers at the edinburgh lectures series have included former soviet leader mikhail gorbachev and author professor stephen hawking. kapranos described his appearance on wednesday as  more daunting by a long way  than their upcoming brits performance.  i don t really care about the brits   he said.  it s going to be great to go down but i have actually had to exercise part of my brain tonight.   i think the government should do more to help up-and-coming artists be discovered by scrapping the entertainment licences for live venues. also they should do more to help independent record labels have a louder voice within an industry dominated by commercialised major labels.  rather than expecting the government - i.e. the taxpayer - to fork out  why don t some of the megastars put something back in  some of britain s wealthiest people are musicians who have raked it in from albums  concerts etc. there are far more important demands on government funds.  if they can fund football  why not fund music   areas of the arts are funded by government and lottery grants  so why not music  we already have the opera receiving huge grants and it would clearly be beneficial for diversity in music to have the same opportunities in other areas of the music. the only problem would be how to judge what merits state cash.  the government has enough problems funding schools and health services. if alex kapranos genuinely thinks a multi-billion pound industry should also have government funding then his own education was seriously lacking and more money should be put into that.  as a scot living in england  i appreciate the value of scottish music and culture being a success  so i can see no problem with it! franz ferdinand  travis and snow patrol are just recent examples of the success scottish music can have in the world  so we should do what we scots are good at and support our own goods!  i think the issue is more fundamental: should the government be spending money on subsidising a multi-million pound industry when health and education are in such a sorry state  the answer is most definitely no. those people who are lucky enough to pursue their passion to get their pay cheque shouldn t be looking for government subsidies. i know that if i was lucky enough to be able to pursue my dream of show jumping i would want to finance myself until i was in a position to pursue corporate sponsorship.  yes the government should fund music - it brings joy to the masses.  there are already thousands of state-funded musicians out there sitting around  twiddling their thumbs on the  new deal . getting the government even more involved would only waste money that could be put to better use.  as long as the government was funding real talent it would be a great move. i would hate to see more pop idol-type funding of music though  as it would only serve to reinforce the stereotypes that alex talked about.  only if the proposals make financial sense. franz ferdinand must be paying serious amounts of tax on their record sales - if they d had a government grant to get started they d have more than paid it back by now  so the treasury would be making far more than it paid out. however  the government has better things to spend its money on than to give charity to everyone who decides they re a musician. the government shouldn t  fund  music - it should  invest  in music and those investments should be treated like any other investment.  i think the government needs to provide facilities and for young groups and bands to form and practise. the equipment is not cheap and can be well beyond the means of many people. however  i do feel this should be the extent of their role  to provide the conditions for the talent to flourish and let it go from there.  i do agree that the government should help to fund music but there is also a responsibility held by record companies! they generally always opt for the tried and tested and tend not to want to break any moulds or risk losing any money which ultimately  the directors are in the business for! if labels were more willing to put money forward towards smaller breakthrough acts then the government wouldn t have to fork out a great deal.  yeah  why not  music should be government funded  particularly the work of modern composers and veteran bands/artists and stuff. pop music pretty much rules the earth  so more attention should go to the other fraternities  i agree with funding the arts to make it more accessible to the public but i am not convinced that pop music requires financial support from the taxpayer. there is a great deal of money generated through pop music - perhaps a tax on pop could be ploughed into the public performance of other forms of music for everyone to enjoy. perhaps we could financially penalise really bad pop idol-style music - that is  the music industry sector without any artistic merit or originality whatsoever and that which is specifically designed to line the pockets of music producers. call it a tax on music  pollution   if you like.  though i really like franz ferdinand  i have to disagree with mr kapranos. once government gets their hand into the private sector  it will destroy the creative and possibly controversial avenues the artist pursues. many years ago  this was the case with the us nea  when the government started to question what was considered art for the money they were allotting. the solution mr kapranos should pursue would be privately-funded organizations  like save the music in the us.,entertainment
1038,foxx and swank take actors awards jamie foxx and hilary swank have won the screen actors guild awards for best male and female film actors  boosting their oscars hopes this month.  foxx s portrayal of late soul-singer ray charles in ray had already earned him a prestigious golden globe award. swank triumphed for playing a gutsy female boxer in million dollar baby. modest wine country comedy sideways knocked out favourites million dollar baby and the aviator by taking the top prize for best cast performance.  the screen actors guild (sag) represents us film and tv actors. its winners often go on to win oscars. in other nominations  cate blanchett triumphed as the best supporting actress for her role as katharine hepburn in the aviator. veteran actor morgan freeman took the best supporting actor award for playing a prize-fighter turned gym manager in million dollar baby.   thank you for ray charles for just living so complex and so interesting  and making us all just come together   said foxx  accepting his award in los angeles on saturday.  he also praised the film director:  thank you for taylor hackford for taking a chance with an african-american film. taylor  you re my director of the year.  swank  too  was full of praise for her director and co-star clint eastwood.  i bow down to you   swank said to the 74-year-old eastwood.  you are a talent beyond compare. if i m half the person you are and half the talent you are when i m 74  i will know that i ve accomplished something great.   both foxx and swank are now considered to be among the favourites to get oscars - the hollywood s ultimate prize. however  swank has to overcome a strong challenge from annette bening  a nominee for the theatre farce being julia. meanwhile  ballots for oscars - the hollywood s top honours - were mailed earlier this week to members of the academy of motion picture arts and sciences. the voting is due to end on 22 february - five days before the ceremony.,entertainment
1598,survey confirms property slowdown government figures have confirmed a widely reported slowdown of the uk s housing market in late 2004.  house prices were 11.8% higher on the year in the last quarter of 2004  down from 16.3% in the july-to-september quarter  the land registry said. the average house price in england and wales was £182 920  down from £187 971 in july-september. the volume of sales between october and december dropped by nearly a quarter from the same period in 2003. the government figures are the first official confirmation of falls in the market at the end of 2004. land registry figures are less up to date than those of banks and building societies  since they record completions not mortgage approvals. however  the figures are viewed as the most accurate measure of house prices as they include all property transactions  including cash sales.  the cost of buying a home fell in seven out of 10 regions between the third and fourth quarters of 2004.  the biggest annual gains were made in wales  where house prices were up by 23% in the fourth quarter. house prices rose the slowest in greater london  being up by 6%. in the capital  the volume of sales fell by 23% from 36 185 in 2003 to 28 041 for the same period in 2004. there was also a decline in the number of million-pound properties sold in the capital  with 436 properties over £1m sold compared to 469 for the same period in 2003. although the figures point to a slowdown in the market  the most recent surveys from nationwide and halifax have indicated the market may be undergoing a revival. after registering falls at the back end of 2004  halifax said house prices rose by 0.8% in january and nationwide reported a rise of 0.4% in the first month of the year. members of the bank of england s rate-setting committee will make their latest decision on interest rates on thursday.,business
1621,no jail for singer courtney love singer courtney love has been spared jail for assault and drug offences  but must serve three years probation.  she had back-to-back court appearances in two separate cases in los angeles  first pleading no contest to attacking a woman with a whisky bottle. in the second  ms love  40  pleaded guilty to possessing a forged prescription and painkiller oxycodone. she must also do 100 hours community service  have drug treatment  attend narcotics anonymous and pay a fine. the ex-hole singer s lawyer howard weitzman said ms love had  turned her life around  and she was  clean and sober .  the assault charge stemmed from april 2004  when ms love found musician kristin king in her boyfriend s home. ms king said the singer  threw the bottle at the left side of my face  in an  angry  vicious and erratic  attack. ms love was originally charged with the more serious offence of assault with a deadly weapon  but that was reduced to assault. judge rand rubin said she must:  - spend three years on probation   - have one year s anger management counselling   - have one year s drug rehabilitation   - do 100 hours community service   - pay $1 000 (£535) fine   - have random drug tests   - go to three narcotics anonymous meetings per week  in the drugs case  she was sentenced to 18 months probation  to run concurrently with the probation for the assault. that offence stemmed from october 2003  when she suffered an overdose after breaking a window at her boyfriend s home. in a separate case relating to the same incident  ms love was sentenced to 18 months in drug rehabilitation for being under the influence of cocaine and opiates. in another case last october  she pleaded guilty to disorderly conduct for hitting a man on the head with a microphone stand at a new york city nightclub. last month her lawyers said she had won back custody of frances bean  her 12-year-old daughter with former nirvana frontman kurt cobain. the girl was removed from her care following her double arrest in october 2003. cobain committed suicide in 1994.,entertainment
474,broadband steams ahead in the us more and more americans are joining the internet s fast lane  according to official figures.  the number of people and business connected to broadband jumped by 38% in a year  said the us federal communications commission (fcc). in a report  it said there were more than 32 million broadband connections by the end of june 2004. but the us is still behind compared to other nations  ranked 13th in the world by a un telecoms body.  during his 2004 re-election campaign  president george w bush pledge to ensure that affordable high-speed net access would be available to all americans by 2007.  according to the report by the fcc  broadband is becoming increasingly popular  with people using it for research and shopping  as well as downloading music and watching video. the total number of people and businesses on broadband rose by to 32.5 million in the year ending june 2004  compared to 23.5 million in june 2003. whereas in the uk  most people hook up to broadband via asymmetric digital subscriber line (adsl) technology which lets ordinary copper phone lines support high data speeds. but in the us  cable leads the way  accounting for 18.6 million lines. broadband over the phone line makes up 11.4 million connections  according to the fcc figures.,tech
1632,elton plays paris charity concert sir elton john has performed at a special concert in paris to raise money for the victims of the asian tsunami.  the british singer played to a 2 700-strong audience on sunday at the french capital s bastille opera house. the concert was also part of an attempt to bring a broader range of events to the famous venue. money raised will go to the fondation pour l enfance (foundation for childhood) which aims to rebuild a children s shelter in sri lanka. sir elton played hits from his vast back catalogue to a sell-out crowd which included former french president valery giscard d estaing and his wife anne-aymone. the veteran pop star played piano accompaniment throughout the concert which lasted for three hours without an interval.  he told the crowd:  throughout the years  i ve done a lot of drugs and alcohol. it s true that i was a nightmare  impossible. for the last 14 years i ve been normal. now my drug is called david  - a reference to david furnish  his partner. the crowd  who greeted each song with a standing ovation  also included french singer charles aznavour and british ambassador sir john holmes. sir elton has also teamed up with phil collins to record a version of eric clapton s 1991 hit tears in heaven to raise money for the relief fund. a release date has yet to be set for the recording  which was organised by sharon osbourne.,entertainment
1017,brookside actress keaveney dies actress anna keaveney  who appeared in brookside  my family and a touch of frost  has died of lung cancer aged 55.  keaveney  who played brookside s marie jackson when the channel 4 soap began in 1982  died on saturday. born in runcorn  cheshire  she also starred in numerous films including 1989 s shirley valentine. she played nellie in mike leigh s latest film vera drake  which won the golden lion prize for best film at this year s venice film festival.  and most recently she appeared alongside richard wilson in itv s king of fridges and with martin clunes in doc martin. other tv appearances included the part of matron in itv drama footballers  wives and a cameo role as tom farrell s mother sheila in bbc comedy gimme gimme gimme. keaveney s career also included stage performances in neaptide for the national theatre  private lives and the rise and fall of little voice. the actress died in hospital. her agent barry brown said:  anna was due to have had another operation on friday but unfortunately she was too weak.,entertainment
